recommendation_id,customer_id,score_id,recommended_product_id,recommended_action,recommended_channel,recommended_timing,message_angle,expected_conversion,priority,suppression_flag,recommendation_timestamp,status,priority_rank
REC000015030,CUS00005010,SC000020038,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4586,Low,False,2026-08-31 18:00:00,NEW,3
REC000015031,CUS00005011,SC000020044,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5131,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015032,CUS00005011,SC000020041,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2207,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015033,CUS00005011,SC000020042,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.225,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015034,CUS00005012,SC000020048,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6296,Low,False,2026-08-31 18:00:00,NEW,1
REC000015035,CUS00005012,SC000020045,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4684,Low,False,2026-08-31 18:00:00,NEW,2
REC000015036,CUS00005012,SC000020046,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2749,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015037,CUS00005013,SC000020052,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6488,Medium,False,2026-08-31 18:00:00,NEW,1
REC000015038,CUS00005013,SC000020050,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5675,Low,False,2026-08-31 18:00:00,NEW,2
REC000015039,CUS00005013,SC000020049,P001,NURTURE,EMAIL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5531,Low,False,2026-08-31 18:00:00,NEW,3
REC000015040,CUS00005014,SC000020056,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5971,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015041,CUS00005014,SC000020053,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5374,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015042,CUS00005014,SC000020054,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5027,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015043,CUS00005015,SC000020057,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1986,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000015044,CUS00005015,SC000020059,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.1784,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000015045,CUS00005015,SC000020060,P009,NO_CONTACT,NONE,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1411,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000015046,CUS00005016,SC000020064,P009,RM_CALL,RM_CALL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6968,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015047,CUS00005016,SC000020061,P001,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6353,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015048,CUS00005016,SC000020063,P007,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.6161,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015049,CUS00005017,SC000020067,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3204,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015050,CUS00005017,SC000020065,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2379,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015051,CUS00005017,SC000020066,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2592,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015052,CUS00005018,SC000020070,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.7093,Low,False,2026-08-31 18:00:00,NEW,1
REC000015053,CUS00005018,SC000020069,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3931,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015054,CUS00005018,SC000020071,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.438,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015055,CUS00005019,SC000020074,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4491,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015056,CUS00005019,SC000020073,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4271,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015057,CUS00005019,SC000020075,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.317,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015058,CUS00005020,SC000020078,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5514,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015059,CUS00005020,SC000020077,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4683,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015060,CUS00005020,SC000020079,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4766,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015061,CUS00005021,SC000020081,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4207,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000015062,CUS00005021,SC000020084,P009,NO_CONTACT,NONE,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4741,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000015063,CUS00005021,SC000020082,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4228,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000015064,CUS00005022,SC000020085,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3535,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000015065,CUS00005022,SC000020087,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2645,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000015066,CUS00005022,SC000020088,P009,NO_CONTACT,NONE,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1678,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000015067,CUS00005023,SC000020092,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6347,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015068,CUS00005023,SC000020089,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4295,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015069,CUS00005023,SC000020091,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3155,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015070,CUS00005024,SC000020094,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.626,Low,False,2026-08-31 18:00:00,NEW,1
REC000015071,CUS00005024,SC000020093,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4341,Low,False,2026-08-31 18:00:00,NEW,2
REC000015072,CUS00005024,SC000020095,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4349,Low,False,2026-08-31 18:00:00,NEW,3
REC000015073,CUS00005025,SC000020098,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.6101,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015074,CUS00005025,SC000020097,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1924,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015075,CUS00005025,SC000020099,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2261,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015076,CUS00005026,SC000020103,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5639,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015077,CUS00005026,SC000020102,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015078,CUS00005026,SC000020101,P001,NURTURE,EMAIL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3826,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015079,CUS00005027,SC000020105,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4691,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015080,CUS00005027,SC000020106,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4851,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015081,CUS00005027,SC000020107,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4004,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015082,CUS00005028,SC000020110,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4516,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015083,CUS00005028,SC000020109,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3235,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015084,CUS00005028,SC000020112,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.2501,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015085,CUS00005029,SC000020116,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.6704,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015086,CUS00005029,SC000020113,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3703,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015087,CUS00005029,SC000020114,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3528,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015088,CUS00005030,SC000020117,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2219,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015089,CUS00005030,SC000020118,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2601,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015090,CUS00005030,SC000020120,P009,NURTURE,EMAIL,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.1744,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015091,CUS00005031,SC000020121,P001,NO_CONTACT,NONE,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1738,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000015092,CUS00005031,SC000020123,P007,NO_CONTACT,NONE,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.1932,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000015093,CUS00005031,SC000020122,P004,NO_CONTACT,NONE,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.1241,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000015094,CUS00005032,SC000020127,P007,NURTURE,EMAIL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4156,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015095,CUS00005032,SC000020125,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4373,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015096,CUS00005032,SC000020126,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3286,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015097,CUS00005033,SC000020130,P004,RM_CALL,RM_CALL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.6127,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015098,CUS00005033,SC000020132,P009,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5974,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015099,CUS00005033,SC000020129,P001,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5424,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015100,CUS00005034,SC000020133,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.2215,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015101,CUS00005034,SC000020135,P007,NURTURE,EMAIL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2482,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015102,CUS00005034,SC000020134,P004,NURTURE,EMAIL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.1494,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015103,CUS00005035,SC000020138,P004,NO_CONTACT,NONE,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.4785,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000015104,CUS00005035,SC000020137,P001,NO_CONTACT,NONE,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1717,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000015105,CUS00005035,SC000020139,P007,NO_CONTACT,NONE,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.2065,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000015106,CUS00005036,SC000020144,P009,NURTURE,EMAIL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.5598,Low,False,2026-08-31 18:00:00,NEW,1
REC000015107,CUS00005036,SC000020141,P001,NURTURE,EMAIL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4479,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015108,CUS00005036,SC000020143,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4479,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015109,CUS00005037,SC000020148,P009,RM_CALL,RM_CALL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.7445,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015110,CUS00005037,SC000020146,P004,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5928,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015111,CUS00005037,SC000020145,P001,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5154,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015112,CUS00005038,SC000020151,P007,RM_CALL,RM_CALL,Trong vòng 48 giờ,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.7463,High,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015113,CUS00005038,SC000020152,P009,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.64,Medium,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015114,CUS00005038,SC000020149,P001,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4878,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015115,CUS00005039,SC000020155,P007,RM_CALL,RM_CALL,Trong tuần này,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5875,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015116,CUS00005039,SC000020153,P001,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3809,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015117,CUS00005039,SC000020154,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3891,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015118,CUS00005040,SC000020157,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6194,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015119,CUS00005040,SC000020159,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.5601,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015120,CUS00005040,SC000020158,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5087,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015121,CUS00005041,SC000020162,P004,NURTURE,EMAIL,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3669,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015122,CUS00005041,SC000020164,P009,NURTURE,EMAIL,Trong 2 tuần tới,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.3526,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015123,CUS00005041,SC000020161,P001,NURTURE,EMAIL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3209,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015124,CUS00005042,SC000020165,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.1986,Do not prioritize,False,2026-08-31 18:00:00,NEW,1
REC000015125,CUS00005042,SC000020166,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.2049,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015126,CUS00005042,SC000020167,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.1908,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015127,CUS00005043,SC000020169,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.6066,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015128,CUS00005043,SC000020170,P004,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5443,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015129,CUS00005043,SC000020171,P007,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.493,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015130,CUS00005044,SC000020174,P004,NO_CONTACT,NONE,Trong tuần này,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5777,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,1
REC000015131,CUS00005044,SC000020173,P001,NO_CONTACT,NONE,Trong 2 tuần tới,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3914,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,2
REC000015132,CUS00005044,SC000020176,P009,NO_CONTACT,NONE,Nurture 30 ngày,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.4149,Do not prioritize,True,2026-08-31 18:00:00,BLOCKED,3
REC000015133,CUS00005045,SC000020177,P001,RM_CALL,RM_CALL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.3931,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015134,CUS00005045,SC000020179,P007,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.4642,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015135,CUS00005045,SC000020178,P004,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3161,Do not prioritize,False,2026-08-31 18:00:00,RM_APPROVAL,3
REC000015136,CUS00005046,SC000020181,P001,NURTURE,EMAIL,Trong tuần này,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.5465,Low,False,2026-08-31 18:00:00,NEW,1
REC000015137,CUS00005046,SC000020182,P004,NURTURE,EMAIL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.3596,Do not prioritize,False,2026-08-31 18:00:00,NEW,2
REC000015138,CUS00005046,SC000020183,P007,NURTURE,EMAIL,Nurture 30 ngày,"Cộng thêm lãi suất khi gửi online, tối ưu dòng tiền nhàn rỗi sắp đáo hạn.",0.3592,Do not prioritize,False,2026-08-31 18:00:00,NEW,3
REC000015139,CUS00005047,SC000020188,P009,RM_CALL,RM_CALL,Trong tuần này,"Danh mục đầu tư cân bằng, miễn phí phí quản lý 6 tháng đầu.",0.684,Low,False,2026-08-31 18:00:00,RM_APPROVAL,1
REC000015140,CUS00005047,SC000020186,P004,RM_ASSISTED_MESSAGE,RM_CALL,Trong 2 tuần tới,"Lãi suất cố định ưu đãi, duyệt nhanh, giải ngân trong ngày.",0.5327,Low,False,2026-08-31 18:00:00,RM_APPROVAL,2
REC000015141,CUS00005047,SC000020185,P001,RM_ASSISTED_MESSAGE,RM_CALL,Nurture 30 ngày,"Cashback + ưu đãi du lịch, phù hợp mức chi tiêu cao và thu nhập ổn định.",0.4826,Low,False,2026-08-31 18:00:00,RM_APPROVAL,3
